?pdgmlabel	?prop1	?val1
"iraqw-VConj3eAffPresQTenseFormation-doohl"	"tam"	"presentQ"
"iraqw-VConj3eAffPresQTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-PInd"	"form"	"full"
"iraqw-PInd"	"form"	"short"
"iraqw-PInd"	"gender"	"f"
"iraqw-PInd"	"gender"	"m"
"iraqw-PInd"	"gender"	"⊤"
"iraqw-PInd"	"ns#type"	"Term"
"iraqw-PInd"	"number"	"pl"
"iraqw-PInd"	"number"	"sg"
"iraqw-PInd"	"person"	"p1"
"iraqw-PInd"	"person"	"p2"
"iraqw-PInd"	"person"	"p3"
"iraqw-PInd"	"pos"	"pronoun"
"iraqw-PInd"	"proClass"	"independent"
"iraqw-VQConj3eAffPast-doohl"	"conjClass"	"conj3e"
"iraqw-VQConj3eAffPast-doohl"	"mood"	"Q"
"iraqw-VQConj3eAffPast-doohl"	"ns#type"	"Term"
"iraqw-VQConj3eAffPast-doohl"	"number"	"pl"
"iraqw-VQConj3eAffPast-doohl"	"number"	"sg"
"iraqw-VQConj3eAffPast-doohl"	"person"	"p1"
"iraqw-VQConj3eAffPast-doohl"	"person"	"p2"
"iraqw-VQConj3eAffPast-doohl"	"person"	"p3"
"iraqw-VQConj3eAffPast-doohl"	"polarity"	"affirmative"
"iraqw-VQConj3eAffPast-doohl"	"pos"	"verb"
"iraqw-VQConj3eAffPast-doohl"	"tam"	"past"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"conjClass"	"conj1"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"gender"	"f"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"gender"	"m"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"gender"	"⊤"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"mood"	"subjunctive"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"ns#type"	"Term"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"number"	"pl"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"number"	"sg"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"person"	"p1"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"person"	"p2"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"person"	"p3"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"polarity"	"affirmative"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"pos"	"verb"
"iraqw-VSubjunctiveConj1AffPast-firiim"	"tam"	"past"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"gender"	"f"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"gender"	"m"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"number"	"pl"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"number"	"sg"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"person"	"p1"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"person"	"p2"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"person"	"p3"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"polarity"	"negative"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"pos"	"verb"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"tam"	"present"
"iraqw-VConj3eNegPresTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"conjClass"	"conj3e"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"gender"	"f"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"gender"	"m"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"gender"	"⊤"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"mood"	"subjunctive"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"ns#type"	"Term"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"number"	"pl"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"number"	"sg"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"person"	"p1"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"person"	"p2"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"person"	"p3"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"polarity"	"affirmative"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"pos"	"verb"
"iraqw-VSubjunctiveConj3eAffPast-doohl"	"tam"	"past"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"conjClass"	"conj1"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"gender"	"f"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"gender"	"m"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"gender"	"⊤"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"ns#type"	"Term"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"number"	"pl"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"number"	"sg"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"person"	"p1"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"person"	"p2"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"person"	"p3"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"polarity"	"negative"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"pos"	"verb"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"tam"	"present"
"iraqw-VConj1NegPresTenseFormation1-firiim"	"verbMorphClass"	"tenseFormation1"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"number"	"pl"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"number"	"sg"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"person"	"p2"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"polarity"	"affirmative"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"pos"	"verb"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"tam"	"imperative"
"iraqw-VConj3eAffImprtvTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-VConj3bAffPresStemFormation-eehar"	"conjClass"	"conj3b"
"iraqw-VConj3bAffPresStemFormation-eehar"	"gender"	"f"
"iraqw-VConj3bAffPresStemFormation-eehar"	"gender"	"m"
"iraqw-VConj3bAffPresStemFormation-eehar"	"gender"	"⊤"
"iraqw-VConj3bAffPresStemFormation-eehar"	"ns#type"	"Term"
"iraqw-VConj3bAffPresStemFormation-eehar"	"number"	"pl"
"iraqw-VConj3bAffPresStemFormation-eehar"	"number"	"sg"
"iraqw-VConj3bAffPresStemFormation-eehar"	"person"	"p1"
"iraqw-VConj3bAffPresStemFormation-eehar"	"person"	"p2"
"iraqw-VConj3bAffPresStemFormation-eehar"	"person"	"p3"
"iraqw-VConj3bAffPresStemFormation-eehar"	"polarity"	"affirmative"
"iraqw-VConj3bAffPresStemFormation-eehar"	"pos"	"verb"
"iraqw-VConj3bAffPresStemFormation-eehar"	"tam"	"present"
"iraqw-VConj3bAffPresStemFormation-eehar"	"verbMorphClass"	"stemFormation"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"conjClass"	"conj1"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"gender"	"f"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"gender"	"m"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"gender"	"⊤"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"ns#type"	"Term"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"number"	"pl"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"number"	"sg"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"person"	"p1"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"person"	"p2"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"person"	"p3"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"polarity"	"negative"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"pos"	"verb"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"tam"	"past"
"iraqw-VConj1NegPastTenseFormation2-firiim"	"verbMorphClass"	"tenseFormation2"
"iraqw-PObj"	"gender"	"f"
"iraqw-PObj"	"gender"	"m"
"iraqw-PObj"	"gender"	"⊤"
"iraqw-PObj"	"ns#type"	"Term"
"iraqw-PObj"	"number"	"pl"
"iraqw-PObj"	"number"	"sg"
"iraqw-PObj"	"person"	"p1"
"iraqw-PObj"	"person"	"p2"
"iraqw-PObj"	"person"	"p3"
"iraqw-PObj"	"pos"	"pronoun"
"iraqw-PObj"	"proClass"	"object"
"iraqw-VConj3dAffPresStemFormation-'aay"	"conjClass"	"conj3d"
"iraqw-VConj3dAffPresStemFormation-'aay"	"gender"	"f"
"iraqw-VConj3dAffPresStemFormation-'aay"	"gender"	"m"
"iraqw-VConj3dAffPresStemFormation-'aay"	"gender"	"⊤"
"iraqw-VConj3dAffPresStemFormation-'aay"	"ns#type"	"Term"
"iraqw-VConj3dAffPresStemFormation-'aay"	"number"	"pl"
"iraqw-VConj3dAffPresStemFormation-'aay"	"number"	"sg"
"iraqw-VConj3dAffPresStemFormation-'aay"	"person"	"p1"
"iraqw-VConj3dAffPresStemFormation-'aay"	"person"	"p2"
"iraqw-VConj3dAffPresStemFormation-'aay"	"person"	"p3"
"iraqw-VConj3dAffPresStemFormation-'aay"	"polarity"	"affirmative"
"iraqw-VConj3dAffPresStemFormation-'aay"	"pos"	"verb"
"iraqw-VConj3dAffPresStemFormation-'aay"	"tam"	"present"
"iraqw-VConj3dAffPresStemFormation-'aay"	"verbMorphClass"	"stemFormation"
"iraqw-VConj1AffPast-firiim"	"conjClass"	"conj1"
"iraqw-VConj1AffPast-firiim"	"ns#type"	"Term"
"iraqw-VConj1AffPast-firiim"	"number"	"pl"
"iraqw-VConj1AffPast-firiim"	"number"	"sg"
"iraqw-VConj1AffPast-firiim"	"person"	"p1"
"iraqw-VConj1AffPast-firiim"	"person"	"p2"
"iraqw-VConj1AffPast-firiim"	"person"	"p3"
"iraqw-VConj1AffPast-firiim"	"polarity"	"affirmative"
"iraqw-VConj1AffPast-firiim"	"pos"	"verb"
"iraqw-VConj1AffPast-firiim"	"tam"	"past"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"number"	"⊤"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"person"	"⊤"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"polarity"	"affirmative"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"pos"	"verb"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"tam"	"relativePast"
"iraqw-VConj3eAffRelPastTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"number"	"pl"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"number"	"sg"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"person"	"p2"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"polarity"	"negative"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"pos"	"verb"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"tam"	"imperative"
"iraqw-VConj3eNegImprtvTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-VConj3cAffPresStemFormation-law"	"conjClass"	"conj3c"
"iraqw-VConj3cAffPresStemFormation-law"	"gender"	"f"
"iraqw-VConj3cAffPresStemFormation-law"	"gender"	"m"
"iraqw-VConj3cAffPresStemFormation-law"	"gender"	"⊤"
"iraqw-VConj3cAffPresStemFormation-law"	"ns#type"	"Term"
"iraqw-VConj3cAffPresStemFormation-law"	"number"	"pl"
"iraqw-VConj3cAffPresStemFormation-law"	"number"	"sg"
"iraqw-VConj3cAffPresStemFormation-law"	"person"	"p1"
"iraqw-VConj3cAffPresStemFormation-law"	"person"	"p2"
"iraqw-VConj3cAffPresStemFormation-law"	"person"	"p3"
"iraqw-VConj3cAffPresStemFormation-law"	"polarity"	"affirmative"
"iraqw-VConj3cAffPresStemFormation-law"	"pos"	"verb"
"iraqw-VConj3cAffPresStemFormation-law"	"tam"	"present"
"iraqw-VConj3cAffPresStemFormation-law"	"verbMorphClass"	"stemFormation"
"iraqw-PPoss"	"headGen"	"f"
"iraqw-PPoss"	"headGen"	"m"
"iraqw-PPoss"	"ns#type"	"Term"
"iraqw-PPoss"	"number"	"pl"
"iraqw-PPoss"	"number"	"sg"
"iraqw-PPoss"	"person"	"p1"
"iraqw-PPoss"	"person"	"p2"
"iraqw-PPoss"	"person"	"p3"
"iraqw-PPoss"	"pos"	"pronoun"
"iraqw-PPoss"	"proClass"	"possessive"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"conjClass"	"conj2"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"gender"	"f"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"gender"	"m"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"gender"	"⊤"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"ns#type"	"Term"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"number"	"pl"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"number"	"sg"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"person"	"p1"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"person"	"p2"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"person"	"p3"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"polarity"	"negative"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"pos"	"verb"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"tam"	"past"
"iraqw-VConj2NegPastTenseFormation2-tlaw"	"verbMorphClass"	"tenseFormation2"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"gender"	"f"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"gender"	"m"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"number"	"pl"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"number"	"sg"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"person"	"p1"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"person"	"p2"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"person"	"p3"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"polarity"	"affirmative"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"pos"	"verb"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"tam"	"past"
"iraqw-VConj3eAffPastTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-VConj3eAffPres-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eAffPres-doohl"	"gender"	"f"
"iraqw-VConj3eAffPres-doohl"	"gender"	"m"
"iraqw-VConj3eAffPres-doohl"	"gender"	"⊤"
"iraqw-VConj3eAffPres-doohl"	"ns#type"	"Term"
"iraqw-VConj3eAffPres-doohl"	"number"	"pl"
"iraqw-VConj3eAffPres-doohl"	"number"	"sg"
"iraqw-VConj3eAffPres-doohl"	"person"	"p1"
"iraqw-VConj3eAffPres-doohl"	"person"	"p2"
"iraqw-VConj3eAffPres-doohl"	"person"	"p3"
"iraqw-VConj3eAffPres-doohl"	"polarity"	"affirmative"
"iraqw-VConj3eAffPres-doohl"	"pos"	"verb"
"iraqw-VConj3eAffPres-doohl"	"tam"	"present"
"iraqw-VAffSelectorForms"	"ns#type"	"Term"
"iraqw-VAffSelectorForms"	"polarity"	"affirmative"
"iraqw-VAffSelectorForms"	"pos"	"verb"
"iraqw-VAffSelectorForms"	"selCat"	"background"
"iraqw-VAffSelectorForms"	"selCat"	"concessive"
"iraqw-VAffSelectorForms"	"selCat"	"conditional"
"iraqw-VAffSelectorForms"	"selCat"	"consecutive"
"iraqw-VAffSelectorForms"	"selCat"	"consecutive2"
"iraqw-VAffSelectorForms"	"selCat"	"directive"
"iraqw-VAffSelectorForms"	"selCat"	"expectational"
"iraqw-VAffSelectorForms"	"selCat"	"instrumental"
"iraqw-VAffSelectorForms"	"selCat"	"interrogative"
"iraqw-VAffSelectorForms"	"selCat"	"past"
"iraqw-VAffSelectorForms"	"selCat"	"perfect"
"iraqw-VAffSelectorForms"	"selCat"	"prohibitive"
"iraqw-VAffSelectorForms"	"selCat"	"reason"
"iraqw-VAffSelectorForms"	"selCat"	"⊤"
"iraqw-VAffSelectorForms"	"selClass"	"case"
"iraqw-VAffSelectorForms"	"selClass"	"selBE"
"iraqw-VAffSelectorForms"	"selClass"	"selMood"
"iraqw-VAffSelectorForms"	"selClass"	"selTense"
"iraqw-VAffSelectorForms"	"verbMorphClass"	"selectorForms"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"gender"	"f"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"gender"	"m"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"number"	"pl"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"number"	"sg"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"person"	"p1"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"person"	"p2"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"person"	"p3"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"polarity"	"affirmative"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"pos"	"verb"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"tam"	"present"
"iraqw-VConj3eAffPresTenseFormation-doohl"	"verbMorphClass"	"tenseFormation"
"iraqw-PPers_dem"	"deixis"	"far"
"iraqw-PPers_dem"	"deixis"	"midway"
"iraqw-PPers_dem"	"deixis"	"near1"
"iraqw-PPers_dem"	"deixis"	"near2"
"iraqw-PPers_dem"	"gender"	"f"
"iraqw-PPers_dem"	"gender"	"m"
"iraqw-PPers_dem"	"gender"	"⊤"
"iraqw-PPers_dem"	"ns#type"	"Term"
"iraqw-PPers_dem"	"number"	"pl"
"iraqw-PPers_dem"	"number"	"sg"
"iraqw-PPers_dem"	"person"	"p1"
"iraqw-PPers_dem"	"person"	"p2"
"iraqw-PPers_dem"	"person"	"p3"
"iraqw-PPers_dem"	"pos"	"pronoun"
"iraqw-PPers_dem"	"proClass"	"pers_dem"
"iraqw-VConj2bAffPres-xwaylu"	"conjClass"	"conj2b"
"iraqw-VConj2bAffPres-xwaylu"	"gender"	"f"
"iraqw-VConj2bAffPres-xwaylu"	"gender"	"m"
"iraqw-VConj2bAffPres-xwaylu"	"gender"	"⊤"
"iraqw-VConj2bAffPres-xwaylu"	"ns#type"	"Term"
"iraqw-VConj2bAffPres-xwaylu"	"number"	"pl"
"iraqw-VConj2bAffPres-xwaylu"	"number"	"sg"
"iraqw-VConj2bAffPres-xwaylu"	"person"	"p1"
"iraqw-VConj2bAffPres-xwaylu"	"person"	"p2"
"iraqw-VConj2bAffPres-xwaylu"	"person"	"p3"
"iraqw-VConj2bAffPres-xwaylu"	"polarity"	"affirmative"
"iraqw-VConj2bAffPres-xwaylu"	"pos"	"verb"
"iraqw-VConj2bAffPres-xwaylu"	"tam"	"present"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"conjClass"	"conj2"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"gender"	"f"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"gender"	"m"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"gender"	"⊤"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"mood"	"subjunctive"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"ns#type"	"Term"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"number"	"pl"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"number"	"sg"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"person"	"p1"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"person"	"p2"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"person"	"p3"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"polarity"	"affirmative"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"pos"	"verb"
"iraqw-VSubjunctiveConj2AffPast-tlaw"	"tam"	"past"
"iraqw-VIndicativeConj1AffPast-firiim"	"conjClass"	"conj1"
"iraqw-VIndicativeConj1AffPast-firiim"	"gender"	"f"
"iraqw-VIndicativeConj1AffPast-firiim"	"gender"	"m"
"iraqw-VIndicativeConj1AffPast-firiim"	"gender"	"⊤"
"iraqw-VIndicativeConj1AffPast-firiim"	"mood"	"indicative"
"iraqw-VIndicativeConj1AffPast-firiim"	"ns#type"	"Term"
"iraqw-VIndicativeConj1AffPast-firiim"	"number"	"pl"
"iraqw-VIndicativeConj1AffPast-firiim"	"number"	"sg"
"iraqw-VIndicativeConj1AffPast-firiim"	"person"	"p1"
"iraqw-VIndicativeConj1AffPast-firiim"	"person"	"p2"
"iraqw-VIndicativeConj1AffPast-firiim"	"person"	"p3"
"iraqw-VIndicativeConj1AffPast-firiim"	"polarity"	"affirmative"
"iraqw-VIndicativeConj1AffPast-firiim"	"pos"	"verb"
"iraqw-VIndicativeConj1AffPast-firiim"	"tam"	"past"
"iraqw-VInfinitive"	"ns#type"	"Term"
"iraqw-VInfinitive"	"pos"	"verb"
"iraqw-VInfinitive"	"tam"	"past"
"iraqw-VInfinitive"	"tam"	"present"
"iraqw-VInfinitive"	"verbMorphClass"	"infinitive"
"iraqw-VConj3eAffPresStemFormation-doohl"	"conjClass"	"conj3e"
"iraqw-VConj3eAffPresStemFormation-doohl"	"gender"	"f"
"iraqw-VConj3eAffPresStemFormation-doohl"	"gender"	"m"
"iraqw-VConj3eAffPresStemFormation-doohl"	"gender"	"⊤"
"iraqw-VConj3eAffPresStemFormation-doohl"	"ns#type"	"Term"
"iraqw-VConj3eAffPresStemFormation-doohl"	"number"	"pl"
"iraqw-VConj3eAffPresStemFormation-doohl"	"number"	"sg"
"iraqw-VConj3eAffPresStemFormation-doohl"	"person"	"p1"
