?pdgmlabel	?prop1	?val1
"alaaba-VNegPerfectiveSubjMarkerSuff"	"person"	"p3"
"alaaba-VNegPerfectiveSubjMarkerSuff"	"polarity"	"negative"
"alaaba-VNegPerfectiveSubjMarkerSuff"	"pos"	"verb"
"alaaba-VNegPerfectiveSubjMarkerSuff"	"tam"	"perfective"
"alaaba-VNegPerfectiveSubjMarkerSuff"	"verbMorphClass"	"subjMarkerSuff"
"alaaba-PReciprocal"	"case"	"ablative"
"alaaba-PReciprocal"	"case"	"absolutive"
"alaaba-PReciprocal"	"case"	"dative"
"alaaba-PReciprocal"	"case"	"similative"
"alaaba-PReciprocal"	"ns#type"	"Term"
"alaaba-PReciprocal"	"number"	"pl"
"alaaba-PReciprocal"	"person"	"p1"
"alaaba-PReciprocal"	"person"	"p2"
"alaaba-PReciprocal"	"person"	"p3"
"alaaba-PReciprocal"	"pos"	"pronoun"
"alaaba-PReciprocal"	"proClass"	"reciprocal"
"alaaba-VNegPerfectiveKorj"	"gender"	"f"
"alaaba-VNegPerfectiveKorj"	"gender"	"m"
"alaaba-VNegPerfectiveKorj"	"gender"	"⊤"
"alaaba-VNegPerfectiveKorj"	"ns#type"	"Term"
"alaaba-VNegPerfectiveKorj"	"number"	"pl"
"alaaba-VNegPerfectiveKorj"	"number"	"politeImpersonal"
"alaaba-VNegPerfectiveKorj"	"number"	"sg"
"alaaba-VNegPerfectiveKorj"	"person"	"p1"
"alaaba-VNegPerfectiveKorj"	"person"	"p2"
"alaaba-VNegPerfectiveKorj"	"person"	"p3"
"alaaba-VNegPerfectiveKorj"	"polarity"	"negative"
"alaaba-VNegPerfectiveKorj"	"pos"	"verb"
"alaaba-VNegPerfectiveKorj"	"tam"	"perfective"
"alaaba-VAffImprtvSubjMarkerSuff"	"gender"	"f"
"alaaba-VAffImprtvSubjMarkerSuff"	"gender"	"m"
"alaaba-VAffImprtvSubjMarkerSuff"	"gender"	"⊤"
"alaaba-VAffImprtvSubjMarkerSuff"	"ns#type"	"Term"
"alaaba-VAffImprtvSubjMarkerSuff"	"number"	"pl"
"alaaba-VAffImprtvSubjMarkerSuff"	"number"	"politeImpersonal"
"alaaba-VAffImprtvSubjMarkerSuff"	"number"	"sg"
"alaaba-VAffImprtvSubjMarkerSuff"	"person"	"p1"
"alaaba-VAffImprtvSubjMarkerSuff"	"person"	"p2"
"alaaba-VAffImprtvSubjMarkerSuff"	"person"	"p3"
"alaaba-VAffImprtvSubjMarkerSuff"	"polarity"	"affirmative"
"alaaba-VAffImprtvSubjMarkerSuff"	"pos"	"verb"
"alaaba-VAffImprtvSubjMarkerSuff"	"tam"	"imperative"
"alaaba-VAffImprtvSubjMarkerSuff"	"verbMorphClass"	"subjMarkerSuff"
"alaaba-VNegImperfectiveKorj"	"gender"	"f"
"alaaba-VNegImperfectiveKorj"	"gender"	"m"
"alaaba-VNegImperfectiveKorj"	"gender"	"⊤"
"alaaba-VNegImperfectiveKorj"	"ns#type"	"Term"
"alaaba-VNegImperfectiveKorj"	"number"	"pl"
"alaaba-VNegImperfectiveKorj"	"number"	"politeImpersonal"
"alaaba-VNegImperfectiveKorj"	"number"	"sg"
"alaaba-VNegImperfectiveKorj"	"person"	"p1"
"alaaba-VNegImperfectiveKorj"	"person"	"p2"
"alaaba-VNegImperfectiveKorj"	"person"	"p3"
"alaaba-VNegImperfectiveKorj"	"polarity"	"negative"
"alaaba-VNegImperfectiveKorj"	"pos"	"verb"
"alaaba-VNegImperfectiveKorj"	"tam"	"imperfective"
"alaaba-VAffAnteriorPerfY"	"gender"	"f"
"alaaba-VAffAnteriorPerfY"	"gender"	"m"
"alaaba-VAffAnteriorPerfY"	"gender"	"⊤"
"alaaba-VAffAnteriorPerfY"	"ns#type"	"Term"
"alaaba-VAffAnteriorPerfY"	"number"	"pl"
"alaaba-VAffAnteriorPerfY"	"number"	"politeImpersonal"
"alaaba-VAffAnteriorPerfY"	"number"	"sg"
"alaaba-VAffAnteriorPerfY"	"person"	"p1"
"alaaba-VAffAnteriorPerfY"	"person"	"p2"
"alaaba-VAffAnteriorPerfY"	"person"	"p3"
"alaaba-VAffAnteriorPerfY"	"polarity"	"affirmative"
"alaaba-VAffAnteriorPerfY"	"pos"	"verb"
"alaaba-VAffAnteriorPerfY"	"tam"	"anteriorPerfect"
"alaaba-VPosteriorSubOrroo"	"gender"	"f"
"alaaba-VPosteriorSubOrroo"	"gender"	"m"
"alaaba-VPosteriorSubOrroo"	"gender"	"⊤"
"alaaba-VPosteriorSubOrroo"	"ns#type"	"Term"
"alaaba-VPosteriorSubOrroo"	"number"	"pl"
"alaaba-VPosteriorSubOrroo"	"number"	"polite"
"alaaba-VPosteriorSubOrroo"	"number"	"sg"
"alaaba-VPosteriorSubOrroo"	"person"	"p1"
"alaaba-VPosteriorSubOrroo"	"person"	"p2"
"alaaba-VPosteriorSubOrroo"	"person"	"p3"
"alaaba-VPosteriorSubOrroo"	"pos"	"verb"
"alaaba-VPosteriorSubOrroo"	"tam"	"posteriorSub"
"alaaba-VAffImprtvOrroo"	"gender"	"f"
"alaaba-VAffImprtvOrroo"	"gender"	"m"
"alaaba-VAffImprtvOrroo"	"gender"	"⊤"
"alaaba-VAffImprtvOrroo"	"ns#type"	"Term"
"alaaba-VAffImprtvOrroo"	"number"	"pl"
"alaaba-VAffImprtvOrroo"	"number"	"politeImpersonal"
"alaaba-VAffImprtvOrroo"	"number"	"sg"
"alaaba-VAffImprtvOrroo"	"person"	"p1"
"alaaba-VAffImprtvOrroo"	"person"	"p2"
"alaaba-VAffImprtvOrroo"	"person"	"p3"
"alaaba-VAffImprtvOrroo"	"polarity"	"affirmative"
"alaaba-VAffImprtvOrroo"	"pos"	"verb"
"alaaba-VAffImprtvOrroo"	"tam"	"imperative"
"alaaba-VKorj-"	"gender"	"f"
"alaaba-VKorj-"	"gender"	"m"
"alaaba-VKorj-"	"gender"	"⊤"
"alaaba-VKorj-"	"ns#type"	"Term"
"alaaba-VKorj-"	"number"	"pl"
"alaaba-VKorj-"	"number"	"polImp"
"alaaba-VKorj-"	"number"	"sg"
"alaaba-VKorj-"	"person"	"p1"
"alaaba-VKorj-"	"person"	"p2"
"alaaba-VKorj-"	"person"	"p3"
"alaaba-VKorj-"	"polarity"	"affirmative"
"alaaba-VKorj-"	"pos"	"verb"
"alaaba-VKorj-"	"tensefutProx"	""
"alaaba-VConverbSubjSuff"	"gender"	"f"
"alaaba-VConverbSubjSuff"	"gender"	"m"
"alaaba-VConverbSubjSuff"	"gender"	"⊤"
"alaaba-VConverbSubjSuff"	"ns#type"	"Term"
"alaaba-VConverbSubjSuff"	"number"	"pl"
"alaaba-VConverbSubjSuff"	"number"	"polite"
"alaaba-VConverbSubjSuff"	"number"	"sg"
"alaaba-VConverbSubjSuff"	"person"	"p1"
"alaaba-VConverbSubjSuff"	"person"	"p2"
"alaaba-VConverbSubjSuff"	"person"	"p3"
"alaaba-VConverbSubjSuff"	"pos"	"verb"
"alaaba-VConverbSubjSuff"	"tam"	"converb"
"alaaba-VConverbSubjSuff"	"verbMorphClass"	"subjSuff"
"alaaba-VConverbDiffSubjSuffHir"	"gender"	"f"
"alaaba-VConverbDiffSubjSuffHir"	"gender"	"m"
"alaaba-VConverbDiffSubjSuffHir"	"gender"	"⊤"
"alaaba-VConverbDiffSubjSuffHir"	"ns#type"	"Term"
"alaaba-VConverbDiffSubjSuffHir"	"number"	"pl"
"alaaba-VConverbDiffSubjSuffHir"	"number"	"polite"
"alaaba-VConverbDiffSubjSuffHir"	"number"	"sg"
"alaaba-VConverbDiffSubjSuffHir"	"person"	"p1"
"alaaba-VConverbDiffSubjSuffHir"	"person"	"p2"
"alaaba-VConverbDiffSubjSuffHir"	"person"	"p3"
"alaaba-VConverbDiffSubjSuffHir"	"pos"	"verb"
"alaaba-VConverbDiffSubjSuffHir"	"tam"	"converb"
"alaaba-VConverbDiffSubjSuffHir"	"verbMorphClass"	"diffSubjSuff"
"alaaba-VConverbGaf"	"gender"	"f"
"alaaba-VConverbGaf"	"gender"	"m"
"alaaba-VConverbGaf"	"gender"	"⊤"
"alaaba-VConverbGaf"	"ns#type"	"Term"
"alaaba-VConverbGaf"	"number"	"pl"
"alaaba-VConverbGaf"	"number"	"polite"
"alaaba-VConverbGaf"	"number"	"sg"
"alaaba-VConverbGaf"	"person"	"p1"
"alaaba-VConverbGaf"	"person"	"p2"
"alaaba-VConverbGaf"	"person"	"p3"
"alaaba-VConverbGaf"	"pos"	"verb"
"alaaba-VConverbGaf"	"tam"	"converb"
"alaaba-VCausativeCaustemAllomorph"	"dervStem"	""
"alaaba-VCausativeCaustemAllomorph"	"ns#type"	"Term"
"alaaba-VCausativeCaustemAllomorph"	"pos"	"verb"
"alaaba-VCausativeCaustemAllomorph"	"verbMorphClass"	"causativeAllomorph"
"alaaba-VNegPerfectiveY"	"gender"	"f"
"alaaba-VNegPerfectiveY"	"gender"	"m"
"alaaba-VNegPerfectiveY"	"gender"	"⊤"
"alaaba-VNegPerfectiveY"	"ns#type"	"Term"
"alaaba-VNegPerfectiveY"	"number"	"pl"
"alaaba-VNegPerfectiveY"	"number"	"politeImpersonal"
"alaaba-VNegPerfectiveY"	"number"	"sg"
"alaaba-VNegPerfectiveY"	"person"	"p1"
"alaaba-VNegPerfectiveY"	"person"	"p2"
"alaaba-VNegPerfectiveY"	"person"	"p3"
"alaaba-VNegPerfectiveY"	"polarity"	"negative"
"alaaba-VNegPerfectiveY"	"pos"	"verb"
"alaaba-VNegPerfectiveY"	"tam"	"perfective"
"alaaba-PProEmph"	"gender"	"f"
"alaaba-PProEmph"	"gender"	"m"
"alaaba-PProEmph"	"gender"	"⊤"
"alaaba-PProEmph"	"ns#type"	"Term"
"alaaba-PProEmph"	"number"	"pl"
"alaaba-PProEmph"	"number"	"sg"
"alaaba-PProEmph"	"person"	"p1"
"alaaba-PProEmph"	"person"	"p2"
"alaaba-PProEmph"	"person"	"p3"
"alaaba-PProEmph"	"pos"	"pronoun"
"alaaba-PProEmph"	"proClass"	"proEmph"
"alaaba-VNegPerfectiveUb"	"gender"	"f"
"alaaba-VNegPerfectiveUb"	"gender"	"m"
"alaaba-VNegPerfectiveUb"	"gender"	"⊤"
"alaaba-VNegPerfectiveUb"	"ns#type"	"Term"
"alaaba-VNegPerfectiveUb"	"number"	"pl"
"alaaba-VNegPerfectiveUb"	"number"	"politeImpersonal"
"alaaba-VNegPerfectiveUb"	"number"	"sg"
"alaaba-VNegPerfectiveUb"	"person"	"p1"
"alaaba-VNegPerfectiveUb"	"person"	"p2"
"alaaba-VNegPerfectiveUb"	"person"	"p3"
"alaaba-VNegPerfectiveUb"	"polarity"	"negative"
"alaaba-VNegPerfectiveUb"	"pos"	"verb"
"alaaba-VNegPerfectiveUb"	"tam"	"perfective"
"alaaba-VAffAnteriorPerfUb"	"gender"	"f"
"alaaba-VAffAnteriorPerfUb"	"gender"	"m"
"alaaba-VAffAnteriorPerfUb"	"gender"	"⊤"
"alaaba-VAffAnteriorPerfUb"	"ns#type"	"Term"
"alaaba-VAffAnteriorPerfUb"	"number"	"pl"
"alaaba-VAffAnteriorPerfUb"	"number"	"politeImpersonal"
"alaaba-VAffAnteriorPerfUb"	"number"	"sg"
"alaaba-VAffAnteriorPerfUb"	"person"	"p1"
"alaaba-VAffAnteriorPerfUb"	"person"	"p2"
"alaaba-VAffAnteriorPerfUb"	"person"	"p3"
"alaaba-VAffAnteriorPerfUb"	"polarity"	"affirmative"
"alaaba-VAffAnteriorPerfUb"	"pos"	"verb"
"alaaba-VAffAnteriorPerfUb"	"tam"	"anteriorPerfect"
"alaaba-VAffProgressiveSubjMarkerSuff"	"gender"	"f"
"alaaba-VAffProgressiveSubjMarkerSuff"	"gender"	"m"
"alaaba-VAffProgressiveSubjMarkerSuff"	"gender"	"⊤"
"alaaba-VAffProgressiveSubjMarkerSuff"	"ns#type"	"Term"
"alaaba-VAffProgressiveSubjMarkerSuff"	"number"	"pl"
"alaaba-VAffProgressiveSubjMarkerSuff"	"number"	"politeImpersonal"
"alaaba-VAffProgressiveSubjMarkerSuff"	"number"	"sg"
"alaaba-VAffProgressiveSubjMarkerSuff"	"person"	"p1"
"alaaba-VAffProgressiveSubjMarkerSuff"	"person"	"p2"
"alaaba-VAffProgressiveSubjMarkerSuff"	"person"	"p3"
"alaaba-VAffProgressiveSubjMarkerSuff"	"polarity"	"affirmative"
"alaaba-VAffProgressiveSubjMarkerSuff"	"pos"	"verb"
"alaaba-VAffProgressiveSubjMarkerSuff"	"tam"	"progressive"
"alaaba-VAffProgressiveSubjMarkerSuff"	"verbMorphClass"	"subjMarkerSuff"
"alaaba-PProIndClit"	"case"	"ablative"
"alaaba-PProIndClit"	"case"	"absolutive"
"alaaba-PProIndClit"	"case"	"dative"
"alaaba-PProIndClit"	"case"	"genitive"
"alaaba-PProIndClit"	"case"	"instrumental"
"alaaba-PProIndClit"	"case"	"nominative"
"alaaba-PProIndClit"	"case"	"similative"
"alaaba-PProIndClit"	"gender"	"f"
"alaaba-PProIndClit"	"gender"	"m"
"alaaba-PProIndClit"	"gender"	"⊤"
"alaaba-PProIndClit"	"ns#type"	"Term"
"alaaba-PProIndClit"	"number"	"pl"
"alaaba-PProIndClit"	"number"	"sg"
"alaaba-PProIndClit"	"person"	"p1"
"alaaba-PProIndClit"	"person"	"p2"
"alaaba-PProIndClit"	"person"	"p3"
"alaaba-PProIndClit"	"pos"	"pronoun"
"alaaba-PProIndClit"	"proClass"	"proClit"
"alaaba-PProIndClit"	"proClass"	"proInd"
"alaaba-PProIndClit"	"proClass"	"proIndClit"
"alaaba-VNegImprtvSubjMarkerSuff"	"gender"	"f"
"alaaba-VNegImprtvSubjMarkerSuff"	"gender"	"m"
"alaaba-VNegImprtvSubjMarkerSuff"	"gender"	"⊤"
"alaaba-VNegImprtvSubjMarkerSuff"	"ns#type"	"Term"
"alaaba-VNegImprtvSubjMarkerSuff"	"number"	"pl"
"alaaba-VNegImprtvSubjMarkerSuff"	"number"	"politeImpersonal"
"alaaba-VNegImprtvSubjMarkerSuff"	"number"	"sg"
"alaaba-VNegImprtvSubjMarkerSuff"	"person"	"p1"
"alaaba-VNegImprtvSubjMarkerSuff"	"person"	"p2"
"alaaba-VNegImprtvSubjMarkerSuff"	"person"	"p3"
"alaaba-VNegImprtvSubjMarkerSuff"	"polarity"	"negative"
"alaaba-VNegImprtvSubjMarkerSuff"	"pos"	"verb"
"alaaba-VNegImprtvSubjMarkerSuff"	"tam"	"imperative"
"alaaba-VNegImprtvSubjMarkerSuff"	"verbMorphClass"	"subjMarkerSuff"
"alaaba-VPurpSub"	"gender"	"f"
"alaaba-VPurpSub"	"gender"	"m"
"alaaba-VPurpSub"	"gender"	"⊤"
"alaaba-VPurpSub"	"ns#type"	"Term"
"alaaba-VPurpSub"	"number"	"pl"
"alaaba-VPurpSub"	"number"	"polite"
"alaaba-VPurpSub"	"number"	"sg"
"alaaba-VPurpSub"	"person"	"p1"
"alaaba-VPurpSub"	"person"	"p2"
"alaaba-VPurpSub"	"person"	"p3"
"alaaba-VPurpSub"	"pos"	"verb"
"alaaba-VPurpSub"	"tam"	"purposiveSub"
"alaaba-VConverbKe"	"gender"	"f"
"alaaba-VConverbKe"	"gender"	"m"
"alaaba-VConverbKe"	"gender"	"⊤"
"alaaba-VConverbKe"	"ns#type"	"Term"
"alaaba-VConverbKe"	"number"	"pl"
"alaaba-VConverbKe"	"number"	"polite"
"alaaba-VConverbKe"	"number"	"sg"
"alaaba-VConverbKe"	"person"	"p1"
"alaaba-VConverbKe"	"person"	"p2"
"alaaba-VConverbKe"	"person"	"p3"
"alaaba-VConverbKe"	"pos"	"verb"
"alaaba-VConverbKe"	"tam"	"converb"
"alaaba-VAffPerfectiveY"	"gender"	"f"
"alaaba-VAffPerfectiveY"	"gender"	"m"
"alaaba-VAffPerfectiveY"	"gender"	"⊤"
"alaaba-VAffPerfectiveY"	"ns#type"	"Term"
"alaaba-VAffPerfectiveY"	"number"	"pl"
"alaaba-VAffPerfectiveY"	"number"	"politeImpersonal"
"alaaba-VAffPerfectiveY"	"number"	"sg"
"alaaba-VAffPerfectiveY"	"person"	"p1"
"alaaba-VAffPerfectiveY"	"person"	"p2"
"alaaba-VAffPerfectiveY"	"person"	"p3"
"alaaba-VAffPerfectiveY"	"polarity"	"affirmative"
"alaaba-VAffPerfectiveY"	"pos"	"verb"
"alaaba-VAffPerfectiveY"	"tam"	"perfective"
"alaaba-VAffPerfectiveUb"	"gender"	"f"
"alaaba-VAffPerfectiveUb"	"gender"	"m"
"alaaba-VAffPerfectiveUb"	"gender"	"⊤"
"alaaba-VAffPerfectiveUb"	"ns#type"	"Term"
"alaaba-VAffPerfectiveUb"	"number"	"pl"
"alaaba-VAffPerfectiveUb"	"number"	"politeImpersonal"
"alaaba-VAffPerfectiveUb"	"number"	"sg"
"alaaba-VAffPerfectiveUb"	"person"	"p1"
"alaaba-VAffPerfectiveUb"	"person"	"p2"
"alaaba-VAffPerfectiveUb"	"person"	"p3"
"alaaba-VAffPerfectiveUb"	"polarity"	"affirmative"
"alaaba-VAffPerfectiveUb"	"pos"	"verb"
"alaaba-VAffPerfectiveUb"	"tam"	"perfective"
"alaaba-VSubjMarkers"	"gender"	"f"
"alaaba-VSubjMarkers"	"gender"	"m"
"alaaba-VSubjMarkers"	"gender"	"⊤"
"alaaba-VSubjMarkers"	"ns#type"	"Term"
"alaaba-VSubjMarkers"	"number"	"pl"
"alaaba-VSubjMarkers"	"number"	"sg"
"alaaba-VSubjMarkers"	"person"	"p1"
"alaaba-VSubjMarkers"	"person"	"p2"
"alaaba-VSubjMarkers"	"person"	"p3"
"alaaba-VSubjMarkers"	"pos"	"verb"
"alaaba-VSubjMarkers"	"verbMorphClass"	"subjMarkers"
"alaaba-VInfinitive"	"ns#type"	"Term"
"alaaba-VInfinitive"	"pos"	"verb"
"alaaba-VInfinitive"	"tam"	"infinitive"
"alaaba-VAffPerfectiveKorj"	"gender"	"f"
"alaaba-VAffPerfectiveKorj"	"gender"	"m"
"alaaba-VAffPerfectiveKorj"	"gender"	"⊤"
"alaaba-VAffPerfectiveKorj"	"ns#type"	"Term"
"alaaba-VAffPerfectiveKorj"	"number"	"pl"
"alaaba-VAffPerfectiveKorj"	"number"	"politeImpersonal"
"alaaba-VAffPerfectiveKorj"	"number"	"sg"
"alaaba-VAffPerfectiveKorj"	"person"	"p1"
"alaaba-VAffPerfectiveKorj"	"person"	"p2"
"alaaba-VAffPerfectiveKorj"	"person"	"p3"
"alaaba-VAffPerfectiveKorj"	"polarity"	"affirmative"
"alaaba-VAffPerfectiveKorj"	"pos"	"verb"
"alaaba-VAffPerfectiveKorj"	"tam"	"perfective"
"alaaba-VAffImperfectiveKorj"	"gender"	"f"
"alaaba-VAffImperfectiveKorj"	"gender"	"m"
"alaaba-VAffImperfectiveKorj"	"gender"	"⊤"
"alaaba-VAffImperfectiveKorj"	"ns#type"	"Term"
"alaaba-VAffImperfectiveKorj"	"number"	"pl"
"alaaba-VAffImperfectiveKorj"	"number"	"politeImpersonal"
"alaaba-VAffImperfectiveKorj"	"number"	"sg"
"alaaba-VAffImperfectiveKorj"	"person"	"p1"
"alaaba-VAffImperfectiveKorj"	"person"	"p2"
"alaaba-VAffImperfectiveKorj"	"person"	"p3"
"alaaba-VAffImperfectiveKorj"	"polarity"	"affirmative"
"alaaba-VAffImperfectiveKorj"	"pos"	"verb"
"alaaba-VAffImperfectiveKorj"	"tam"	"imperfective"
"alaaba-VAffProgressiveKorj"	"gender"	"f"
"alaaba-VAffProgressiveKorj"	"gender"	"m"
"alaaba-VAffProgressiveKorj"	"gender"	"⊤"
"alaaba-VAffProgressiveKorj"	"ns#type"	"Term"
"alaaba-VAffProgressiveKorj"	"number"	"pl"
"alaaba-VAffProgressiveKorj"	"number"	"politeImpersonal"
"alaaba-VAffProgressiveKorj"	"number"	"sg"
"alaaba-VAffProgressiveKorj"	"person"	"p1"
"alaaba-VAffProgressiveKorj"	"person"	"p2"
"alaaba-VAffProgressiveKorj"	"person"	"p3"
"alaaba-VAffProgressiveKorj"	"polarity"	"affirmative"
"alaaba-VAffProgressiveKorj"	"pos"	"verb"
"alaaba-VAffProgressiveKorj"	"tam"	"progressive"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"gender"	"f"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"gender"	"m"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"gender"	"⊤"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"ns#type"	"Term"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"number"	"pl"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"number"	"politeImpersonal"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"number"	"sg"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"person"	"p1"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"person"	"p2"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"person"	"p3"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"polarity"	"affirmative"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"pos"	"verb"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"tam"	"anteriorPerfect"
"alaaba-VAffAnteriorPerfSubjMarkerSuff"	"verbMorphClass"	"subjMarkerSuff"
"alaaba-VAffAnteriorPerfKorj"	"gender"	"f"
"alaaba-VAffAnteriorPerfKorj"	"gender"	"m"
"alaaba-VAffAnteriorPerfKorj"	"gender"	"⊤"
"alaaba-VAffAnteriorPerfKorj"	"ns#type"	"Term"
"alaaba-VAffAnteriorPerfKorj"	"number"	"pl"
"alaaba-VAffAnteriorPerfKorj"	"number"	"politeImpersonal"
"alaaba-VAffAnteriorPerfKorj"	"number"	"sg"
"alaaba-VAffAnteriorPerfKorj"	"person"	"p1"
"alaaba-VAffAnteriorPerfKorj"	"person"	"p2"
"alaaba-VAffAnteriorPerfKorj"	"person"	"p3"
"alaaba-VAffAnteriorPerfKorj"	"polarity"	"affirmative"
"alaaba-VAffAnteriorPerfKorj"	"pos"	"verb"
"alaaba-VAffAnteriorPerfKorj"	"tam"	"anteriorPerfect"
"alaaba-VConverbAmeet"	"gender"	"f"
"alaaba-VConverbAmeet"	"gender"	"m"
"alaaba-VConverbAmeet"	"gender"	"⊤"
"alaaba-VConverbAmeet"	"ns#type"	"Term"
"alaaba-VConverbAmeet"	"number"	"pl"
"alaaba-VConverbAmeet"	"number"	"polite"
"alaaba-VConverbAmeet"	"number"	"sg"
"alaaba-VConverbAmeet"	"person"	"p1"
"alaaba-VConverbAmeet"	"person"	"p2"
"alaaba-VConverbAmeet"	"person"	"p3"
"alaaba-VConverbAmeet"	"pos"	"verb"
"alaaba-VConverbAmeet"	"tam"	"converb"
"alaaba-VNegFutProxSubjMarkerSuff"	"gender"	"f"
"alaaba-VNegFutProxSubjMarkerSuff"	"gender"	"m"
"alaaba-VNegFutProxSubjMarkerSuff"	"gender"	"⊤"
