?pdgmlabel	?prop1	?val1
"arabic-Vform1ActJuss-nsr"	"person"	"p2"
"arabic-Vform1ActJuss-nsr"	"person"	"p3"
"arabic-Vform1ActJuss-nsr"	"pos"	"verb"
"arabic-Vform1ActJuss-nsr"	"tense"	"nonpast"
"arabic-Vform1ActJuss-nsr"	"voice"	"active"
"arabic-Vform1ActImperf-nsr"	"aspect"	"imperfective"
"arabic-Vform1ActImperf-nsr"	"dervStem"	"form1"
"arabic-Vform1ActImperf-nsr"	"gender"	"c"
"arabic-Vform1ActImperf-nsr"	"gender"	"f"
"arabic-Vform1ActImperf-nsr"	"gender"	"m"
"arabic-Vform1ActImperf-nsr"	"mood"	"indicative"
"arabic-Vform1ActImperf-nsr"	"ns#type"	"Term"
"arabic-Vform1ActImperf-nsr"	"number"	"du"
"arabic-Vform1ActImperf-nsr"	"number"	"pl"
"arabic-Vform1ActImperf-nsr"	"number"	"sg"
"arabic-Vform1ActImperf-nsr"	"person"	"p1"
"arabic-Vform1ActImperf-nsr"	"person"	"p2"
"arabic-Vform1ActImperf-nsr"	"person"	"p3"
"arabic-Vform1ActImperf-nsr"	"pos"	"verb"
"arabic-Vform1ActImperf-nsr"	"tense"	"nonpast"
"arabic-Vform1ActImperf-nsr"	"voice"	"active"
"arabic-Vform1ActPerf-nsr"	"aspect"	"perfect"
"arabic-Vform1ActPerf-nsr"	"dervStem"	"form1"
"arabic-Vform1ActPerf-nsr"	"gender"	"c"
"arabic-Vform1ActPerf-nsr"	"gender"	"f"
"arabic-Vform1ActPerf-nsr"	"gender"	"m"
"arabic-Vform1ActPerf-nsr"	"mood"	"indicative"
"arabic-Vform1ActPerf-nsr"	"ns#type"	"Term"
"arabic-Vform1ActPerf-nsr"	"number"	"du"
"arabic-Vform1ActPerf-nsr"	"number"	"pl"
"arabic-Vform1ActPerf-nsr"	"number"	"sg"
"arabic-Vform1ActPerf-nsr"	"person"	"p1"
"arabic-Vform1ActPerf-nsr"	"person"	"p2"
"arabic-Vform1ActPerf-nsr"	"person"	"p3"
"arabic-Vform1ActPerf-nsr"	"pos"	"verb"
"arabic-Vform1ActPerf-nsr"	"tense"	"past"
"arabic-Vform1ActPerf-nsr"	"voice"	"active"
"arabic-Vform3nfiitive-fʕl"	"dervStem"	"form2"
"arabic-Vform3nfiitive-fʕl"	"gender"	"f"
"arabic-Vform3nfiitive-fʕl"	"gender"	"m"
"arabic-Vform3nfiitive-fʕl"	"infinitiveVar"	"infinitive1"
"arabic-Vform3nfiitive-fʕl"	"infinitiveVar"	"infinitive2"
"arabic-Vform3nfiitive-fʕl"	"ns#type"	"Term"
"arabic-Vform3nfiitive-fʕl"	"pos"	"verb"
"arabic-Vform3nfiitive-fʕl"	"verbMorphClass"	"infinitive"
"arabic-Vform1Infinitive-nsr"	"infinitivetoken"	"infinitive1"
"arabic-Vform1Infinitive-nsr"	"infinitivetoken"	"infinitive2"
"arabic-PRel"	"case"	"nominative"
"arabic-PRel"	"case"	"oblique"
"arabic-PRel"	"case"	"⊤"
"arabic-PRel"	"gender"	"f"
"arabic-PRel"	"gender"	"m"
"arabic-PRel"	"ns#type"	"Term"
"arabic-PRel"	"number"	"du"
"arabic-PRel"	"number"	"pl"
"arabic-PRel"	"number"	"sg"
"arabic-PRel"	"pos"	"pronoun"
"arabic-PRel"	"proClass"	"relative"
"arabic-PDemon"	"case"	"nominative"
"arabic-PDemon"	"case"	"oblique"
"arabic-PDemon"	"case"	"⊤"
"arabic-PDemon"	"deixis"	"far"
"arabic-PDemon"	"deixis"	"near"
"arabic-PDemon"	"gender"	"f"
"arabic-PDemon"	"gender"	"m"
"arabic-PDemon"	"gender"	"⊤"
"arabic-PDemon"	"ns#type"	"Term"
"arabic-PDemon"	"number"	"du"
"arabic-PDemon"	"number"	"pl"
"arabic-PDemon"	"number"	"sg"
"arabic-PDemon"	"pos"	"pronoun"
"arabic-PDemon"	"proClass"	"demonstrative"
"arabic-Vform1PassPerf-nsr"	"aspect"	"perfect"
"arabic-Vform1PassPerf-nsr"	"dervStem"	"form1"
"arabic-Vform1PassPerf-nsr"	"gender"	"c"
"arabic-Vform1PassPerf-nsr"	"gender"	"f"
"arabic-Vform1PassPerf-nsr"	"gender"	"m"
"arabic-Vform1PassPerf-nsr"	"mood"	"indicative"
"arabic-Vform1PassPerf-nsr"	"ns#type"	"Term"
"arabic-Vform1PassPerf-nsr"	"number"	"du"
"arabic-Vform1PassPerf-nsr"	"number"	"pl"
"arabic-Vform1PassPerf-nsr"	"number"	"sg"
"arabic-Vform1PassPerf-nsr"	"person"	"p1"
"arabic-Vform1PassPerf-nsr"	"person"	"p2"
"arabic-Vform1PassPerf-nsr"	"person"	"p3"
"arabic-Vform1PassPerf-nsr"	"pos"	"verb"
"arabic-Vform1PassPerf-nsr"	"tense"	"past"
"arabic-Vform1PassPerf-nsr"	"voice"	"passive"
"arabic-Vform3Infinitive-fʕl"	"dervStem"	"form3"
"arabic-Vform3Infinitive-fʕl"	"infinitiveVar"	"infinitive1"
"arabic-Vform3Infinitive-fʕl"	"infinitiveVar"	"infinitive2"
"arabic-Vform3Infinitive-fʕl"	"ns#type"	"Term"
"arabic-Vform3Infinitive-fʕl"	"pos"	"verb"
"arabic-Vform3Infinitive-fʕl"	"verbMorphClass"	"infinitive"
"arabic-PCliticPro"	"case"	"genObj"
"arabic-PCliticPro"	"gender"	"f"
"arabic-PCliticPro"	"gender"	"m"
"arabic-PCliticPro"	"gender"	"⊤"
"arabic-PCliticPro"	"ns#type"	"Term"
"arabic-PCliticPro"	"number"	"du"
"arabic-PCliticPro"	"number"	"pl"
"arabic-PCliticPro"	"number"	"sg"
"arabic-PCliticPro"	"person"	"p1"
"arabic-PCliticPro"	"person"	"p2"
"arabic-PCliticPro"	"person"	"p3"
"arabic-PCliticPro"	"pos"	"pronoun"
"arabic-PCliticPro"	"proClass"	"clitic"
"arabic-Vform1PassSubj-nsr"	"aspect"	"imperfective"
"arabic-Vform1PassSubj-nsr"	"dervStem"	"form1"
"arabic-Vform1PassSubj-nsr"	"gender"	"c"
"arabic-Vform1PassSubj-nsr"	"gender"	"f"
"arabic-Vform1PassSubj-nsr"	"gender"	"m"
"arabic-Vform1PassSubj-nsr"	"mood"	"subjunctive"
"arabic-Vform1PassSubj-nsr"	"ns#type"	"Term"
"arabic-Vform1PassSubj-nsr"	"number"	"du"
"arabic-Vform1PassSubj-nsr"	"number"	"pl"
"arabic-Vform1PassSubj-nsr"	"number"	"sg"
"arabic-Vform1PassSubj-nsr"	"person"	"p1"
"arabic-Vform1PassSubj-nsr"	"person"	"p2"
"arabic-Vform1PassSubj-nsr"	"person"	"p3"
"arabic-Vform1PassSubj-nsr"	"pos"	"verb"
"arabic-Vform1PassSubj-nsr"	"tense"	"nonpast"
"arabic-Vform1PassSubj-nsr"	"voice"	"passive"
"arabic-PIndep"	"gender"	"f"
"arabic-PIndep"	"gender"	"m"
"arabic-PIndep"	"gender"	"⊤"
"arabic-PIndep"	"ns#type"	"Term"
"arabic-PIndep"	"number"	"du"
"arabic-PIndep"	"number"	"pl"
"arabic-PIndep"	"number"	"sg"
"arabic-PIndep"	"person"	"p1"
"arabic-PIndep"	"person"	"p2"
"arabic-PIndep"	"person"	"p3"
"arabic-PIndep"	"pos"	"pronoun"
"arabic-PIndep"	"proClass"	"independent"
"arabic-Vform2Participle-fʕl"	"dervStem"	"form2"
"arabic-Vform2Participle-fʕl"	"gender"	"f"
"arabic-Vform2Participle-fʕl"	"gender"	"m"
"arabic-Vform2Participle-fʕl"	"ns#type"	"Term"
"arabic-Vform2Participle-fʕl"	"number"	"du"
"arabic-Vform2Participle-fʕl"	"number"	"pl"
"arabic-Vform2Participle-fʕl"	"number"	"sg"
"arabic-Vform2Participle-fʕl"	"pos"	"verb"
"arabic-Vform2Participle-fʕl"	"state"	"constr"
"arabic-Vform2Participle-fʕl"	"state"	"nonConstr"
"arabic-Vform2Participle-fʕl"	"state"	"⊥"
"arabic-Vform2Participle-fʕl"	"verbMorphClass"	"participle"
"arabic-Vform2Participle-fʕl"	"voice"	"active"
"arabic-Vform2Participle-fʕl"	"voice"	"passive"
"arabic-Vform1Part-nsr"	"dervStem"	"form1"
"arabic-Vform1Part-nsr"	"gender"	"f"
"arabic-Vform1Part-nsr"	"gender"	"m"
"arabic-Vform1Part-nsr"	"ns#type"	"Term"
"arabic-Vform1Part-nsr"	"number"	"du"
"arabic-Vform1Part-nsr"	"number"	"pl"
"arabic-Vform1Part-nsr"	"number"	"sg"
"arabic-Vform1Part-nsr"	"pos"	"verb"
"arabic-Vform1Part-nsr"	"state"	"constr"
"arabic-Vform1Part-nsr"	"state"	"nonConstr"
"arabic-Vform1Part-nsr"	"state"	"⊥"
"arabic-Vform1Part-nsr"	"stem"	"naʌṣir"
"arabic-Vform1Part-nsr"	"stem"	"naṣiyr"
"arabic-Vform1Part-nsr"	"stem"	"nṣuwr"
"arabic-Vform1Part-nsr"	"verbMorphClass"	"participle"
"arabic-Vform1Part-nsr"	"voice"	"active"
"arabic-Vform1Part-nsr"	"voice"	"passive"
"arabic-Vform1Part-nsr"	"voice"	"stative"
"arabic-Vform3Participloe-fʕl"	"dervStem"	"form3"
"arabic-Vform3Participloe-fʕl"	"gender"	"f"
"arabic-Vform3Participloe-fʕl"	"gender"	"m"
"arabic-Vform3Participloe-fʕl"	"ns#type"	"Term"
"arabic-Vform3Participloe-fʕl"	"number"	"pl"
"arabic-Vform3Participloe-fʕl"	"number"	"sg"
"arabic-Vform3Participloe-fʕl"	"pos"	"verb"
"arabic-Vform3Participloe-fʕl"	"verbMorphClass"	"participle"
"arabic-Vform3Participloe-fʕl"	"voice"	"active"
"arabic-Vform3-fʕl"	"aspect"	"imperfective"
"arabic-Vform3-fʕl"	"aspect"	"perfect"
"arabic-Vform3-fʕl"	"dervStem"	"form3"
"arabic-Vform3-fʕl"	"gender"	"c"
"arabic-Vform3-fʕl"	"gender"	"f"
"arabic-Vform3-fʕl"	"gender"	"m"
"arabic-Vform3-fʕl"	"mood"	"imperative"
"arabic-Vform3-fʕl"	"mood"	"indicative"
"arabic-Vform3-fʕl"	"mood"	"jussive"
"arabic-Vform3-fʕl"	"mood"	"subjunctive"
"arabic-Vform3-fʕl"	"ns#type"	"Term"
"arabic-Vform3-fʕl"	"number"	"du"
"arabic-Vform3-fʕl"	"number"	"pl"
"arabic-Vform3-fʕl"	"number"	"sg"
"arabic-Vform3-fʕl"	"person"	"p1"
"arabic-Vform3-fʕl"	"person"	"p2"
"arabic-Vform3-fʕl"	"person"	"p3"
"arabic-Vform3-fʕl"	"pos"	"verb"
"arabic-Vform3-fʕl"	"tense"	"nonpast"
"arabic-Vform3-fʕl"	"tense"	"past"
"arabic-Vform3-fʕl"	"voice"	"active"
"arabic-Vform3-fʕl"	"voice"	"passive"
"arabic-Vform2-fʕl"	"aspect"	"imperfective"
"arabic-Vform2-fʕl"	"aspect"	"perfect"
"arabic-Vform2-fʕl"	"dervStem"	"form2"
"arabic-Vform2-fʕl"	"gender"	"c"
"arabic-Vform2-fʕl"	"gender"	"f"
"arabic-Vform2-fʕl"	"gender"	"m"
"arabic-Vform2-fʕl"	"mood"	"imperative"
"arabic-Vform2-fʕl"	"mood"	"indicative"
"arabic-Vform2-fʕl"	"mood"	"jussive"
"arabic-Vform2-fʕl"	"mood"	"subjunctive"
"arabic-Vform2-fʕl"	"ns#type"	"Term"
"arabic-Vform2-fʕl"	"number"	"du"
"arabic-Vform2-fʕl"	"number"	"pl"
"arabic-Vform2-fʕl"	"number"	"sg"
"arabic-Vform2-fʕl"	"person"	"p1"
"arabic-Vform2-fʕl"	"person"	"p2"
"arabic-Vform2-fʕl"	"person"	"p3"
"arabic-Vform2-fʕl"	"pos"	"verb"
"arabic-Vform2-fʕl"	"tense"	"nonpast"
"arabic-Vform2-fʕl"	"tense"	"past"
"arabic-Vform2-fʕl"	"voice"	"active"
"arabic-Vform2-fʕl"	"voice"	"passive"
"arabic-Vform1ActImptv-nsr"	"aspect"	"imperfective"
"arabic-Vform1ActImptv-nsr"	"dervStem"	"form1"
"arabic-Vform1ActImptv-nsr"	"gender"	"f"
"arabic-Vform1ActImptv-nsr"	"gender"	"m"
"arabic-Vform1ActImptv-nsr"	"mood"	"imperative"
"arabic-Vform1ActImptv-nsr"	"ns#type"	"Term"
"arabic-Vform1ActImptv-nsr"	"number"	"pl"
"arabic-Vform1ActImptv-nsr"	"number"	"sg"
"arabic-Vform1ActImptv-nsr"	"person"	"p2"
"arabic-Vform1ActImptv-nsr"	"pos"	"verb"
"arabic-Vform1ActImptv-nsr"	"tense"	"nonpast"
"arabic-Vform1ActImptv-nsr"	"voice"	"active"
