?pdgmlabel	?prop1	?val1
"hadiyya-VInterrPresPerf-mass"	"gender"	"m"
"hadiyya-VInterrPresPerf-mass"	"gender"	"polite"
"hadiyya-VInterrPresPerf-mass"	"gender"	"⊤"
"hadiyya-VInterrPresPerf-mass"	"ns#type"	"Term"
"hadiyya-VInterrPresPerf-mass"	"number"	"pl"
"hadiyya-VInterrPresPerf-mass"	"number"	"sg"
"hadiyya-VInterrPresPerf-mass"	"person"	"p1"
"hadiyya-VInterrPresPerf-mass"	"person"	"p2"
"hadiyya-VInterrPresPerf-mass"	"person"	"p3"
"hadiyya-VInterrPresPerf-mass"	"polarity"	"interrogative"
"hadiyya-VInterrPresPerf-mass"	"pos"	"verb"
"hadiyya-VInterrPresPerf-mass"	"tam"	"presentPerfect"
"hadiyya-VDervStem"	"dervStem"	"benefactive"
"hadiyya-VDervStem"	"dervStem"	"benefactiveCausative"
"hadiyya-VDervStem"	"dervStem"	"benefactivePassive"
"hadiyya-VDervStem"	"dervStem"	"causative1"
"hadiyya-VDervStem"	"dervStem"	"causative2"
"hadiyya-VDervStem"	"dervStem"	"causative3"
"hadiyya-VDervStem"	"dervStem"	"causativeBenefPass"
"hadiyya-VDervStem"	"dervStem"	"causativeBenefactive"
"hadiyya-VDervStem"	"dervStem"	"causativeDenominal"
"hadiyya-VDervStem"	"dervStem"	"causativePassive"
"hadiyya-VDervStem"	"dervStem"	"passive"
"hadiyya-VDervStem"	"dervStem"	"passiveBenefactive"
"hadiyya-VDervStem"	"dervStem"	"passiveCausative"
"hadiyya-VDervStem"	"ns#type"	"Term"
"hadiyya-VDervStem"	"pos"	"verb"
"hadiyya-VDervStem"	"verbMorphClass"	"dervStem"
"hadiyya-VNegSimplePerf-mass"	"gender"	"f"
"hadiyya-VNegSimplePerf-mass"	"gender"	"m"
"hadiyya-VNegSimplePerf-mass"	"gender"	"polite"
"hadiyya-VNegSimplePerf-mass"	"gender"	"⊤"
"hadiyya-VNegSimplePerf-mass"	"ns#type"	"Term"
"hadiyya-VNegSimplePerf-mass"	"number"	"pl"
"hadiyya-VNegSimplePerf-mass"	"number"	"sg"
"hadiyya-VNegSimplePerf-mass"	"person"	"p1"
"hadiyya-VNegSimplePerf-mass"	"person"	"p2"
"hadiyya-VNegSimplePerf-mass"	"person"	"p3"
"hadiyya-VNegSimplePerf-mass"	"polarity"	"negative"
"hadiyya-VNegSimplePerf-mass"	"pos"	"verb"
"hadiyya-VNegSimplePerf-mass"	"tam"	"simplePerfect"
"hadiyya-VAffJussive-mass"	"gender"	"f"
"hadiyya-VAffJussive-mass"	"gender"	"m"
"hadiyya-VAffJussive-mass"	"gender"	"polite"
"hadiyya-VAffJussive-mass"	"gender"	"⊤"
"hadiyya-VAffJussive-mass"	"ns#type"	"Term"
"hadiyya-VAffJussive-mass"	"number"	"pl"
"hadiyya-VAffJussive-mass"	"number"	"sg"
"hadiyya-VAffJussive-mass"	"person"	"p1"
"hadiyya-VAffJussive-mass"	"person"	"p3"
"hadiyya-VAffJussive-mass"	"polarity"	"affirmative"
"hadiyya-VAffJussive-mass"	"pos"	"verb"
"hadiyya-VAffJussive-mass"	"tam"	"jussive"
"hadiyya-VSubjMarkerTemplates"	"gender"	"f"
"hadiyya-VSubjMarkerTemplates"	"gender"	"m"
"hadiyya-VSubjMarkerTemplates"	"gender"	"polite"
"hadiyya-VSubjMarkerTemplates"	"gender"	"⊤"
"hadiyya-VSubjMarkerTemplates"	"ns#type"	"Term"
"hadiyya-VSubjMarkerTemplates"	"number"	"pl"
"hadiyya-VSubjMarkerTemplates"	"number"	"sg"
"hadiyya-VSubjMarkerTemplates"	"person"	"p1"
"hadiyya-VSubjMarkerTemplates"	"person"	"p2"
"hadiyya-VSubjMarkerTemplates"	"person"	"p3"
"hadiyya-VSubjMarkerTemplates"	"pos"	"verb"
"hadiyya-VSubjMarkerTemplates"	"verbMorphClass"	"subjMarkerTemplates"
"hadiyya-P"	"interrClass"	"how"
"hadiyya-P"	"interrClass"	"how_many"
"hadiyya-P"	"interrClass"	"what"
"hadiyya-P"	"interrClass"	"where"
"hadiyya-P"	"interrClass"	"who"
"hadiyya-P"	"ns#type"	"Term"
"hadiyya-P"	"pos"	"pronoun"
"hadiyya-P"	"proClass"	"interrogative"
"hadiyya-VAffPresPerf-mass"	"gender"	"f"
"hadiyya-VAffPresPerf-mass"	"gender"	"m"
"hadiyya-VAffPresPerf-mass"	"gender"	"polite"
"hadiyya-VAffPresPerf-mass"	"gender"	"⊤"
"hadiyya-VAffPresPerf-mass"	"ns#type"	"Term"
"hadiyya-VAffPresPerf-mass"	"number"	"pl"
"hadiyya-VAffPresPerf-mass"	"number"	"sg"
"hadiyya-VAffPresPerf-mass"	"person"	"p1"
"hadiyya-VAffPresPerf-mass"	"person"	"p2"
"hadiyya-VAffPresPerf-mass"	"person"	"p3"
"hadiyya-VAffPresPerf-mass"	"polarity"	"affirmative"
"hadiyya-VAffPresPerf-mass"	"pos"	"verb"
"hadiyya-VAffPresPerf-mass"	"tam"	"presentPerfect"
"hadiyya-VAffPresProg-mass"	"gender"	"f"
"hadiyya-VAffPresProg-mass"	"gender"	"m"
"hadiyya-VAffPresProg-mass"	"gender"	"polite"
"hadiyya-VAffPresProg-mass"	"gender"	"⊤"
"hadiyya-VAffPresProg-mass"	"ns#type"	"Term"
"hadiyya-VAffPresProg-mass"	"number"	"pl"
"hadiyya-VAffPresProg-mass"	"number"	"sg"
"hadiyya-VAffPresProg-mass"	"person"	"p1"
"hadiyya-VAffPresProg-mass"	"person"	"p2"
"hadiyya-VAffPresProg-mass"	"person"	"p3"
"hadiyya-VAffPresProg-mass"	"polarity"	"affirmative"
"hadiyya-VAffPresProg-mass"	"pos"	"verb"
"hadiyya-VAffPresProg-mass"	"tam"	"presentProgressive"
"hadiyya-VNegImperfect-mass"	"gender"	"f"
"hadiyya-VNegImperfect-mass"	"gender"	"m"
"hadiyya-VNegImperfect-mass"	"gender"	"polite"
"hadiyya-VNegImperfect-mass"	"gender"	"⊤"
"hadiyya-VNegImperfect-mass"	"ns#type"	"Term"
"hadiyya-VNegImperfect-mass"	"number"	"pl"
"hadiyya-VNegImperfect-mass"	"number"	"sg"
"hadiyya-VNegImperfect-mass"	"person"	"p1"
"hadiyya-VNegImperfect-mass"	"person"	"p2"
"hadiyya-VNegImperfect-mass"	"person"	"p3"
"hadiyya-VNegImperfect-mass"	"polarity"	"negative"
"hadiyya-VNegImperfect-mass"	"pos"	"verb"
"hadiyya-VNegImperfect-mass"	"tam"	"imperfect"
"hadiyya-PInterr"	"interrClass"	"how"
"hadiyya-PInterr"	"interrClass"	"how_many"
"hadiyya-PInterr"	"interrClass"	"what"
"hadiyya-PInterr"	"interrClass"	"where"
"hadiyya-PInterr"	"interrClass"	"who"
"hadiyya-PInterr"	"ns#type"	"Term"
"hadiyya-PInterr"	"pos"	"pronoun"
"hadiyya-PInterr"	"proClass"	"interrogative"
"hadiyya-VAffImperfect-mass"	"gender"	"f"
"hadiyya-VAffImperfect-mass"	"gender"	"m"
"hadiyya-VAffImperfect-mass"	"gender"	"polite"
"hadiyya-VAffImperfect-mass"	"gender"	"⊤"
"hadiyya-VAffImperfect-mass"	"ns#type"	"Term"
"hadiyya-VAffImperfect-mass"	"number"	"pl"
"hadiyya-VAffImperfect-mass"	"number"	"sg"
"hadiyya-VAffImperfect-mass"	"person"	"p1"
"hadiyya-VAffImperfect-mass"	"person"	"p2"
"hadiyya-VAffImperfect-mass"	"person"	"p3"
"hadiyya-VAffImperfect-mass"	"polarity"	"affirmative"
"hadiyya-VAffImperfect-mass"	"pos"	"verb"
"hadiyya-VAffImperfect-mass"	"tam"	"imperfect"
